Date,High,Low,Open,Close,Volume,Adj Close
2014-10-13,411.697998,391.3240051,391.6919861,400.8699951,38491500,400.8699951
2014-10-14,402.2269897,388.7659912,400.9549866,394.7730103,25267100,394.7730103
2014-10-15,398.8070068,373.0700073,394.5180054,382.5559998,26990000,382.5559998
2014-10-16,385.4779968,375.3890076,382.756012,383.7579956,13600700,383.7579956
2014-10-17,395.1579895,378.9710083,383.9760132,391.4419861,11416800,391.4419861
2014-10-18,393.9389954,386.4570007,391.2539978,389.54599,5914570,389.54599
2014-10-19,390.0840149,378.2520142,389.2309875,382.8450012,16419000,382.8450012
2014-10-20,392.6459961,380.8340149,382.42099,386.4750061,14188900,386.4750061
2014-10-21,388.5759888,382.2489929,386.1180115,383.1579895,11641300,383.1579895
2014-10-22,385.0480042,356.446991,382.9620056,358.4169922,26456900,358.4169922
2014-10-23,364.3450012,353.3049927,358.5910034,358.3450012,15585700,358.3450012
2014-10-24,359.8609924,342.8770142,358.6109924,347.2709961,18127500,347.2709961
2014-10-25,359.2210083,343.9309998,347.4869995,354.70401,11272500,354.70401
2014-10-27,358.6319885,349.8089905,354.7770081,352.9890137,13033000,352.9890137
2014-10-28,359.9840088,352.6789856,353.2149963,357.6180115,7845880,357.6180115
2014-10-29,357.8330078,335.3429871,357.0889893,335.5910034,18192700,335.5910034
2014-10-30,350.9129944,335.071991,335.7090149,345.3049927,30177900,345.3049927
2014-10-31,348.0450134,337.1419983,345.0090027,338.3210144,12545400,338.3210144
2014-11-01,340.5289917,321.0549927,338.6499939,325.7489929,16677200,325.7489929
2014-11-02,329.0499878,320.6260071,326.0750122,325.8919983,8603620,325.8919983
2014-11-03,334.0020142,325.4809875,325.5690002,327.5539856,12948500,327.5539856
2014-11-04,331.7669983,325.0769958,327.1610107,330.4920044,15655500,330.4920044
2014-11-05,343.368988,330.6830139,330.6830139,339.4859924,19817200,339.4859924
2014-11-06,352.9660034,338.4240112,339.4580078,349.2900085,18797000,349.2900085
2014-11-07,352.7319946,341.776001,349.8179932,342.4150085,16834200,342.4150085
2014-11-08,347.0320129,342.1539917,342.1539917,345.4880066,8535470,345.4880066
2014-11-09,363.6260071,344.2550049,345.3760071,363.2640076,24205600,363.2640076
2014-11-10,374.8160095,357.5610046,362.2650146,366.9240112,30450100,366.9240112
2014-11-11,371.3099976,363.7349854,365.8569946,367.6950073,15838900,367.6950073
2014-11-12,429.7179871,367.9849854,367.9849854,423.5610046,45783200,423.5610046
2014-11-13,457.0929871,401.1229858,427.2730103,420.7349854,58945000,420.7349854
2014-11-14,419.2520142,384.7890015,418.4169922,397.8179932,29589200,397.8179932
2014-11-15,405.5280151,371.0079956,399.6499939,376.1329956,15727500,376.1329956
2014-11-16,390.7990112,374.6019897,374.730011,387.8819885,11905600,387.8819885
2014-11-17,410.1990051,377.5020142,388.348999,387.4079895,41518800,387.4079895
2014-11-18,392.4020081,371.1170044,387.7850037,375.197998,32222500,375.197998
2014-11-19,386.4809875,373.8959961,373.8959961,380.5549927,18931800,380.5549927
2014-11-20,382.0249939,356.7810059,380.3070068,357.8399963,25233200,357.8399963
2014-11-21,357.8789978,344.1119995,357.8789978,350.8479919,29850100,350.8479919
2014-11-22,364.8410034,350.8779907,351.6040039,352.9200134,15273000,352.9200134
2014-11-23,370.8450012,353.1749878,353.1749878,367.572998,15151600,367.572998
2014-11-24,387.2090149,366.6690063,366.947998,376.901001,30930100,376.901001
2014-11-25,394.7009888,374.7839966,376.8859863,375.3479919,25442200,375.3479919
2014-11-26,377.697998,365.8160095,376.0190125,368.3699951,18601700,368.3699951
2014-11-27,373.9920044,368.2820129,370.5020142,369.6700134,8748030,369.6700134
2014-11-28,382.8380127,358.4549866,369.3739929,376.446991,22946500,376.446991
2014-11-29,387.6010132,372.144989,376.1520081,375.4909973,15375600,375.4909973
2014-11-30,382.5270081,373.3089905,375.5100098,378.0469971,9194440,378.0469971
2014-12-01,383.6619873,376.6690063,378.2489929,379.2449951,11763000,379.2449951
2014-12-02,384.0379944,377.8630066,379.25,381.3150024,12364100,381.3150024
2014-12-03,383.026001,374.3460083,381.7219849,375.0100098,13340100,375.0100098
2014-12-04,378.6549988,367.7590027,375.7179871,369.6040039,14529600,369.6040039
2014-12-05,379.1919861,365.756012,369.4419861,376.8540039,15181800,376.8540039
2014-12-06,378.447998,370.9450073,376.7569885,374.7850037,7009320,374.7850037
2014-12-07,376.2919922,373.2749939,374.8359985,375.0950012,6491650,375.0950012
2014-12-08,376.0289917,361.8859863,374.9649963,361.9089966,18898700,361.9089966
2014-12-09,363.0669861,344.9509888,361.894989,352.2189941,32915500,352.2189941
2014-12-10,352.3840027,346.3649902,352.2049866,346.3649902,16427700,346.3649902
2014-12-11,361.3569946,338.7630005,344.3399963,350.506012,32431300,350.506012
2014-12-12,352.9830017,349.2909851,350.8330078,352.5419922,16989800,352.5419922
2014-12-13,352.381012,346.5880127,352.381012,347.3760071,11675900,347.3760071
2014-12-14,353.3160095,345.4179993,346.7269897,351.6319885,12415200,351.6319885
2014-12-15,351.8150024,344.9339905,351.3609924,345.3450012,17264200,345.3450012
2014-12-16,345.8590088,327.0620117,345.6730042,327.0620117,30864900,327.0620117
2014-12-17,333.95401,315.1520081,326.855011,319.776001,37567900,319.776001
2014-12-18,323.7090149,304.2319946,319.7850037,311.3959961,39173000,311.3959961
2014-12-19,318.5329895,306.7690125,311.1789856,317.8429871,23823100,317.8429871
2014-12-20,330.3250122,316.0440063,317.618988,329.9559937,20856700,329.9559937
2014-12-21,329.6289978,318.9030151,329.5429993,320.8429871,15207600,320.8429871
2014-12-22,334.1170044,320.4249878,321.0679932,331.8859863,22315100,331.8859863
2014-12-23,336.2869873,329.6019897,332.0169983,334.571991,16574200,334.571991
2014-12-24,334.7409973,321.3569946,334.3850098,322.5339966,15092300,322.5339966
2014-12-25,322.6700134,316.9580078,322.2860107,319.0079956,9883640,319.0079956
2014-12-26,331.4240112,316.6270142,319.1520081,327.9240112,16410500,327.9240112
2014-12-27,328.9110107,312.6300049,327.5830078,315.8630066,15185200,315.8630066
2014-12-28,320.0280151,311.0780029,316.1600037,317.2390137,11676600,317.2390137
2014-12-29,320.2669983,312.3070068,317.7009888,312.6700134,12302500,312.6700134
2014-12-30,314.8089905,309.3729858,312.7189941,310.7369995,12528300,310.7369995
2014-12-31,320.1929932,310.2109985,310.9140015,320.1929932,13942900,320.1929932
2015-01-01,320.4349976,314.0029907,320.4349976,314.2489929,8036550,314.2489929
2015-01-02,315.8389893,313.5650024,314.07901,315.0320129,7860650,315.0320129
2015-01-03,315.1499939,281.0820007,314.8460083,281.0820007,33054400,281.0820007
2015-01-04,287.230011,257.6119995,281.1459961,264.1950073,55629100,264.1950073
2015-01-05,278.3410034,265.0840149,265.0840149,274.473999,43962800,274.473999
2015-01-06,287.553009,272.6960144,274.6109924,286.1889954,23245700,286.1889954
2015-01-07,298.7539978,283.07901,286.0769958,294.3370056,24866800,294.3370056
2015-01-08,294.1350098,282.1749878,294.1350098,283.348999,19982500,283.348999
2015-01-09,291.1140137,280.5329895,282.3829956,290.4079895,18718600,290.4079895
2015-01-10,288.1270142,273.9660034,287.303009,274.79599,15264300,274.79599
2015-01-11,279.6380005,265.0390015,274.6080017,265.6600037,18200800,265.6600037
2015-01-12,272.2030029,265.2000122,266.1459961,267.79599,18880300,267.79599
2015-01-13,268.2770081,219.9060059,267.3940125,225.8609924,72843904,225.8609924
2015-01-14,223.8939972,171.5099945,223.8939972,178.1029968,97638704,178.1029968
2015-01-15,229.0670013,176.8970032,176.8970032,209.8439941,81773504,209.8439941
2015-01-16,221.5910034,199.7709961,209.0700073,208.0970001,38421000,208.0970001
2015-01-17,211.7310028,194.875,207.8339996,199.2599945,23469700,199.2599945
2015-01-18,218.6950073,194.5059967,200.0500031,210.3390045,30085100,210.3390045
2015-01-19,216.7279968,207.3179932,211.470993,214.8609924,18658300,214.8609924
